case_id,category,common_validation_errors,created_at,difficulty,discovered_joins,evaluation_policy_violations,execution_result_hash,failure_category,failure_reason,generated_sql,gold,latency_ms,ontology_policy_errors,predicted_status,question,raw_model_output,referenced_columns,referenced_tables,retrieved_columns,retrieved_context,retrieved_tables,run_id,selected_sql_asset_id,selected_template_rank,semantic_output,sql_asset_candidates,sql_rewrite,status,success,template_adopted,template_compatible,template_rejection_reasons,token_usage
join-07,多表 Join,[],2026-07-23T12:12:12.481523Z,hard,"[""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",27961e8bd02d322bfc9235c387c963cd9fac74e45f68c19732b998a5850aaf1c,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction t
JOIN dim_branch b ON t.branch_id = b.branch_id
JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY b.branch_id, b.branch_name, c.customer_type
ORDER BY b.branch_id, c.customer_type","{""sql"": ""SELECT b.branch_name, c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, c.customer_type ORDER BY b.branch_name, c.customer_type"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""tables"": [""dim_branch"", ""dim_customer"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""4fb6d8ee9b9a4b653dd94e36dd94008ce07f02a5922297e76ca8b514318538eb"", ""dimension_ids"": [""branch"", ""customer_type""], ""expected_status"": ""success"", ""semantic_filters"": []}",1058.94,,success,按分行和客户类型统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id""]","[""dim_branch"", ""dim_customer"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 102, ""total_tokens"": 2760}"
join-08,多表 Join,[],2026-07-23T12:12:13.928035Z,hard,"[""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",5eeb0569b4bd6b866f548b0a6ace15cc2be58f5596ac9b74f8a03a8b75dc2fb7,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category","{""sql"": ""SELECT c.customer_type, m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type, m.merchant_category ORDER BY c.customer_type, m.merchant_category"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""tables"": [""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""], ""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""f7ce360999a5e0795fadc251dd4e0ebab69c23d0c044212b8675aaafe5a08e49"", ""dimension_ids"": [""customer_type"", ""merchant_category""], ""expected_status"": ""success"", ""semantic_filters"": []}",1403.72,,success,按客户类型和商户类别统计交易笔数,,"[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id""]","[""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2659, ""output_tokens"": 100, ""total_tokens"": 2759}"
join-09,多表 Join,[],2026-07-23T12:12:15.287850Z,hard,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",4b85358e419264f850f650d6251c4ac52ec50587eae82461962dae8bdeafa67c,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY dm.merchant_category, db.branch_name
ORDER BY dm.merchant_category, db.branch_name","{""sql"": ""SELECT m.merchant_category, b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category, b.branch_name ORDER BY m.merchant_category, b.branch_name"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""1643e12cb7d12929efa820fcf1180864bcc52afaf1c1bc21a1de72f5346127ae"", ""dimension_ids"": [""merchant_category"", ""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1349.38,,success,按商户类别和分行统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id""]","[""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 100, ""total_tokens"": 2758}"
join-10,多表 Join,[],2026-07-23T12:12:16.584662Z,hard,"[""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",27961e8bd02d322bfc9235c387c963cd9fac74e45f68c19732b998a5850aaf1c,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction t
JOIN dim_branch b ON t.branch_id = b.branch_id
JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY b.branch_id, b.branch_name, c.customer_type
ORDER BY b.branch_id, c.customer_type","{""sql"": ""SELECT b.branch_name, c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, c.customer_type ORDER BY b.branch_name, c.customer_type"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""tables"": [""dim_branch"", ""dim_customer"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""4fb6d8ee9b9a4b653dd94e36dd94008ce07f02a5922297e76ca8b514318538eb"", ""dimension_ids"": [""branch"", ""customer_type""], ""expected_status"": ""success"", ""semantic_filters"": []}",1287.2,,success,按分行和客户类型统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id""]","[""dim_branch"", ""dim_customer"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 102, ""total_tokens"": 2760}"
filter-01,时间、用户过滤和 IN,[],2026-07-23T12:12:17.732338Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",e77d0db7902962576ff3a257c73e7344bea61910931709fb6591ec0c4eaf824c,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    SUM(txn_amount_cny) AS total_card_transaction_amount
FROM 
    dwd_card_transaction
WHERE 
    transaction_date >= CURRENT_DATE - INTERVAL '7 days'","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '7 days'"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 7, ""kind"": ""relative_days""}, ""result_hash"": ""9039cab6425f141269a4c5a724b52f39413301129472c87ea9eae36bbee69ba9"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1129.29,,success,查询近7天信用卡交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 45, ""total_tokens"": 2701}"
filter-02,时间、用户过滤和 IN,[],2026-07-23T12:12:18.806528Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",1deca3323b842798c4cf12fd9b461519db14adc83a54762c2052e19d4fc78b55,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT SUM(txn_amount_cny) AS total_credit_card_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '30 days'","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '30 days'"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 30, ""kind"": ""relative_days""}, ""result_hash"": ""080131d0b9560d21b6f94d541b5db9fd2dd9577f101a6c20ff37c800bf49d885"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1062.63,,success,查询近30天信用卡交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 39, ""total_tokens"": 2695}"
filter-03,时间、用户过滤和 IN,[],2026-07-23T12:12:19.939257Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",d33b51f3789ecab0b4fa26d0890b7ea16c15c11c1dea7a4080514a666b9846f8,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    SUM(txn_amount_cny) AS total_card_transaction_amount
FROM 
    dwd_card_transaction
WHERE 
    transaction_date >= CURRENT_DATE - INTERVAL '60 days'","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '60 days'"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 60, ""kind"": ""relative_days""}, ""result_hash"": ""8fc4c944ae49f0cd8d3ebdc39554733d3bf1bf8c246d8d96c7d509ec2ce4fb65"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1126.24,,success,查询近60天信用卡交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 45, ""total_tokens"": 2701}"
filter-04,时间、用户过滤和 IN,[],2026-07-23T12:12:21.574473Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",2e230a1df5fa13655120730783d1fd3daedb86d2e673c9b0990c42b51a39c4a9,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    dct.transaction_id,
    dct.card_id,
    dct.customer_id,
    dct.branch_id,
    dct.merchant_id,
    dct.txn_amount,
    dct.txn_amount_cny,
    dct.posted_amount,
    dct.card_type,
    dct.transaction_status,
    dct.transaction_channel,
    dct.transaction_date
FROM dwd_card_transaction dct
WHERE dct.transaction_date >= CURRENT_DATE - INTERVAL '14 days'
ORDER BY dct.transaction_date DESC","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '14 days'"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 14, ""kind"": ""relative_days""}, ""result_hash"": ""0cc6222559329148e2432fc25537dee2ece5b4189428d24933ed8e981739a6f6"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1607.79,,success,查询最近两周信用卡交易金额,,"[""dwd_card_transaction.branch_id"", ""dwd_card_transaction.card_id"", ""dwd_card_transaction.card_type"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.posted_amount"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 126, ""total_tokens"": 2781}"
filter-05,时间、用户过滤和 IN,[],2026-07-23T12:12:23.512583Z,medium,"[""dwd_card_transaction.card_id = dim_card.card_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",66b46f956bc6c165b866f3d17522189e9227d2622fde39b16faa18b00796cb03,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    dct.transaction_id,
    dct.txn_amount,
    dct.txn_amount_cny,
    dct.transaction_date,
    dc.card_type,
    db.branch_name,
    dcust.customer_type,
    dm.merchant_name
FROM dwd_card_transaction dct
JOIN dim_card dc ON dct.card_id = dc.card_id
JOIN dim_branch db ON dct.branch_id = db.branch_id
JOIN dim_customer dcust ON dct.customer_id = dcust.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
WHERE dct.transaction_date >= '2026-07-01'
  AND dct.transaction_date < '2026-08-01'
  AND dc.card_type = '信用卡'","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date BETWEEN DATE '2026-07-01' AND DATE '2026-07-31'"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""end"": ""2026-07-31"", ""kind"": ""absolute"", ""start"": ""2026-07-01""}, ""result_hash"": ""491f041f737410359d5ac5d02243e705c44e395b8700ff8c35956a1d4a36332e"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1892.06,,success,查询2026年7月信用卡交易金额,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_card.card_id"", ""dim_card.card_type"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_id"", ""dim_merchant.merchant_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.card_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.txn_amount"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dim_card"", ""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 184, ""total_tokens"": 2842}"
filter-06,时间、用户过滤和 IN,[],2026-07-23T12:12:26.816805Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",227c5150a9d2dbb63b753eb11af1f1f5b563c1d399c479e1033baab1003a1318,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '7 days'
  AND transaction_channel IN ('APP', 'POS')
GROUP BY transaction_channel","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '7 days' AND t.transaction_channel IN ('APP', 'POS')"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 7, ""kind"": ""relative_days""}, ""result_hash"": ""6be13b2fb30d09542e19eaaf879c7e1a3826ea5cfeb61a598ce2db41908fb4ac"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",3294.12,,success,查询近7天APP和POS渠道信用卡交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2660, ""output_tokens"": 61, ""total_tokens"": 2721}"
filter-07,时间、用户过滤和 IN,[],2026-07-23T12:12:28.051589Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",29c8ae8f73682705d7a09c5ad4a078095577d975829ea93bec4ee9be3c8ca687,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    SUM(txn_amount_cny) AS total_amount_cny
FROM 
    dwd_card_transaction
WHERE 
    transaction_channel IN ('APP', 'POS')
    AND transaction_date >= CURRENT_DATE - INTERVAL '30 days'","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '30 days' AND t.transaction_channel IN ('APP', 'POS')"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 30, ""kind"": ""relative_days""}, ""result_hash"": ""f388a4de903861a1cc15fa17d02b280e8876462a311ad2cc57bb7dd06e203d8b"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1228.04,,success,查询近30天APP和POS渠道信用卡交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2660, ""output_tokens"": 56, ""total_tokens"": 2716}"
filter-08,时间、用户过滤和 IN,[],2026-07-23T12:12:29.248343Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",6cb2c9ce323d6300c8082974dd3802dd4ee0260515b61dabd85ff5acdf396070,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    dct.transaction_channel,
    SUM(dct.txn_amount_cny) AS total_amount_cny
FROM 
    dwd_card_transaction dct
WHERE 
    dct.transaction_channel IN ('APP', 'POS')
    AND dct.transaction_date >= CURRENT_DATE - INTERVAL '60 days'
GROUP BY 
    dct.transaction_channel","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '60 days' AND t.transaction_channel IN ('APP', 'POS')"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 60, ""kind"": ""relative_days""}, ""result_hash"": ""c22807916c1ace79dfd3c8b06493fe253b0689cfd0444ea2e8f3bc20b4fc8c3e"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1168.89,,success,查询近60天APP和POS渠道信用卡交易金额,,"[""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2660, ""output_tokens"": 85, ""total_tokens"": 2745}"
filter-09,时间、用户过滤和 IN,[],2026-07-23T12:12:30.623929Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",e81372922d6da46430135f82931054ba05cbcf11d2077a632b91353549f06796,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    dct.transaction_channel,
    SUM(dct.txn_amount_cny) AS total_amount_cny
FROM 
    dwd_card_transaction dct
WHERE 
    dct.transaction_channel IN ('APP', 'POS')
    AND dct.transaction_date >= CURRENT_DATE - INTERVAL '14 days'
GROUP BY 
    dct.transaction_channel","{""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '14 days' AND t.transaction_channel IN ('APP', 'POS')"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""credit_card_transaction_amount""], ""time_range"": {""days"": 14, ""kind"": ""relative_days""}, ""result_hash"": ""fda8b34111491e593f243079b43142e59ab5e100ffb3843b472b3daf4f14f399"", ""dimension_ids"": [], ""expected_status"": ""success"", ""semantic_filters"": []}",1332.78,,success,查询最近两周APP和POS渠道信用卡交易金额,,"[""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2659, ""output_tokens"": 85, ""total_tokens"": 2744}"
